Species	Fruiting_body_type3	Fruiting_body_type1	Fruiting_body_type2	corrected
Clitocybe_quercina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_metachroa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_amarescens_G0269_WU0011993	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lepista_panaeolus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lepista_luscina_G0177_NL4189	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lepista_irina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lepista_densifolia_G1217_OF289299	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lepista_ovispora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Paralepistopsis_amoenolens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Dendrocollybia_racemosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_clypeatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_microcarpus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_eurrhizus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_heimii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_titanicus_G2027_Buyck_01.0	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termitomyces_aurantiacus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tephrocybe_rancida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gerhardtia_incarnatobrunnea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gerhardtia_borealis_KP858009	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gerhardtia_highlandensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
CAlocybella_pudiCA_KP858007	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Myochromella_inolens_AF223201	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Myochromella_boudieri	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_obscurissima	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_ionides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_persicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_carnea_G0870_NL1845	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_gambosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_hypoxanthum_G0278_WU0018924	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_cyanea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rugosomyces_onychinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_chrysenteron_G0271_DB2339	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_fallax	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_favrei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calocybe_gangraenosa_AF223202	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_konradianum_G0633_WU0017956	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tephrocybe_putida_G0642_WU0018797	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tephrocybe_ambusta_G0279_WU0009462	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tephrocybe_anthracophila_G0374_WU002186	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_atratum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_anthracophilum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_fumosum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_decastes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_affdecastes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_ambustum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_transforme_G0639_WU0019780	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_sykosporum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_deliberatum_Lyophyllum_infuma	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_paelochroum_G0637_WU0021267	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_semitale	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_caerulescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypsizygus_tessulatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Ossicaulis_lignatilis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Asterophora_lycoperdoides_G0323_NL5343	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Sphagnurus_paluster	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tricholomella_constricta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Asterophora_parasitica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Sagaranella_gibberosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Sagaranella_gibbosa_AF223197	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Sagaranella_tylicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Sagaranella_tylicolor_AF223195	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pseudoomphalina_felleoides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Neohygrophorus_angelesianus_G0867_WTUF0	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lyophyllum_baeospermum_G1150_NL5427	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_lohjanesis_G0343_WU0013280	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhizocybe_vermicularis_KJ681039	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_albirhiza_G1993_UC1999171_U	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhizocybe_pruinosa_KJ681038	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_sp._G0084_NL5030	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Atractosporocybe_inornata_var_ianthinoph	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Atractosporocybe_inornata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_puberula_FM877680	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_subditopoda	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_vibecina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_barbularum_G0162_NL3899	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gamundia_striatula_G._leucophylla_G078	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphaliaster_asterosporus_cf._G0745_NL5	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphaliaster_borealis_G0878_WTUF024783	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Callistosporium_xanthophyllum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Callistosporium_luteoolivaceum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Callistosporium_graminicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pleurocollybia_brunnescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Macrocybe_gigantea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_fellea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Callistosporium_olivascens_2134	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Entoloma_sepium_G0480_DB837	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Entoloma_niphoides_FJ794075	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Entoloma_aprile_G1657_TUR141257	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Entoloma_clypeatum_G0649_DB4967	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Catathelasma_imperiale_G1214_OF293752	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Catathelasma_ventricosum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cleistocybe_carneogrisea_HQ728527	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cleistocybe_vernalis_G1050_PBM1856_WTU_W	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_afffellea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pleurocollybia_imbricata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypsizygus_ulmarius	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leucocybe_connata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_salmonilamella_G1995_UC186	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leucocybe_candicans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_cognata_G1005_M155	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_verrucipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_privernensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_subexcentrica_G0924_Antonin	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_sublanipes_G1007_M151	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_rasilis_G0726_NL3539	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Delicatula_integrella	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_alboflavida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_excissa_G0992_M149	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_grammopodia_G0993_M139	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_bresadoliana_cf._G1001_M15	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_melaleuca_G0589_NL0369	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_stridula_G1002_M101	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_pallidicutis_G1003_M103	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_sp._blue_stipe_!_G0291_NL52	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanoleuca_decembris_G0997_M141	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Infundibulicybe_bresadolana_Clitocybe_br	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Infundibulicybe_costata_G0484_DB921	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Infundibulicybe_glareosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Infundibulicybe_gibba	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Infundibulicybe_geotropa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalina_pyxidata_G0204_NL2893	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalina_hepatica_G1142_NL2059	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalina_rivulicola_G1222_OF69035	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rimbachia_bryophila	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
cyphelloid_G1852_HCC34	NA	Cyphelloid	Cyphelloid	Cyphelloid
Leucocortinarius_bulbiger	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Musumecia_bettlachensis_JF926521	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Musumecia_vermicularis_KJ681037	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clitocybe_alexandri_G0126_NL2677	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pseudoclitocybe_expallens_2127	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pseudoclitocybe_cyathiformis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Porpoloma_mACrocephalum_JQ639163	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pogonoloma_macrocephalum_KJ417209	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pogonoloma_spinulosum_KJ417238	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Aspropaxillus_septentrionalis_KJ417184	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Aspropaxillus_giganteus_KJ417183	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Notholepista_subzonalis_KJ417208	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Ripartites_tricholoma_s.l._G0724_NL2982	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Ripartites_tricholoma	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Ripartites_metrodii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Macrocystidia_cucumis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pseudoclitopilus_rhodoleucus_KJ417218	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Paralepista_flaccida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Caulorhiza_hygrophoroides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gamundia_leucophylla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conchomyces_bursiformis	Cyphelloid	Pileate-sessile	Pileate-sessile	Cyphelloid
Myxomphalia_maura	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Fayodia_gracilipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_indoctoides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_aurantipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_sepiiconicus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_bicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Collybia_subsulphurea_G0860_JF_Murphy_2	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_ocior_G0233_DB4766	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_dryophilus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_aquosus_G0644_DB4968	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_CATAlonicus_JN247556	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_bisporus_JN247555	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_inusiTATus_JN247557	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_inusitatus_var._cystidiatus_G1	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_alkalivirens_Collybia_alkalivir	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_erythropus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_pubipes_var._pallidopileatus_G	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_terginus_G0298_NL5265	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_nivalis_G1291_BRNM_714660	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_loiselerietorum_G0246_DB4535	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_vitellinipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_fusipes_G0562_NL2845	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_subsupinus_KM975375	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmius_sp._G0120_NL5156	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_androsaceus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Caripia_montagnei_G0464_BZ2991	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_iocephalus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_brassicolens_G0172_NL4212	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_foetidus_Micromphale_foetidum_G	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_alpicola_G1283_BRNM_705055	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_impudicus_G0173_NL2044	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_hariolorum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_potassiovirescens_G1294_BRNM_6	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_oreadoides_G1293_BRNM_732943	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_polyphyllus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_laulaha_G1944_MINF092161	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_lignitilis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_unakensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_badiialba	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_prolixa_var._distorta_G06	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_spissa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_maculata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_acervatus_G1282_BRNM_695697	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hydropus_sp._G0063_NL5176	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_inCArnATA_KM975359	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_cedretorum_G1686_PERTH_80	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Rhodocollybia_butyracea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_indoctus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_confluens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_villosipes_B2202_Lechner5	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_menehune	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_biformis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_aff._menehune_AWW113_AY639408	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_vaillantii_G2178_OMC656	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_nonnullusvarattenuatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_nonnullus_var._ATTenuATus_AY63	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_synodicus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_melanopus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_B2144_NL1799	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_gibbosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_luxurians	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_trogioides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_brunneigracilis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_aff._moseri_AWW10_AY639409	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_subpruinosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_diminutusvarattenuatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_diminutus_var._ATTenuATus_AY63	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_ramealis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_foliiphilus_KP317635	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Collybia_sp._G0036_NL5034	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Campanella_eberhardtii	NA	Cyphelloid	Cyphelloid	Cyphelloid
Gymnopus_peronatus_G0564_NL3904	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_sp._Micromphale_sp._G0082_NL50	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_termiticola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinula_lateritia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinula_edodes_G0926_NL0551	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinula_novaezelandiae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinula_boryana_G1804_TENN058616	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinula_raphanica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnopus_perforans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_tricolor_aff._G0038_NL5178	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mycetinis_opacus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mycetinis_scorodonius	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mycetinis_alliaceus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mycetinis_applanatipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Mycetinis_copelandii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalotus_illudens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalotus_olivascens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalotus_olearius_G0646_DB2980	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Omphalotus_nidiformis_G1765_PERTH_76786	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lampteromyces_japonicus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Nothopanus_eugrammus	NA	Pileate-sessile	Pileate-stipitate?	Pileate-sessile
Neonothopanus_nambi	NA	Pileate-sessile	Pileate-stipitate?	Pileate-sessile
Pleurotopsis_guatemalensis_G0852_TENN05	NA	Pileate-sessile	Pileate-stipitate?	Pileate-sessile
Neonothopanus_gardneri	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Anthracophyllum_archeri	Cyphelloid	Pileate-sessile	Pileate-sessile	Cyphelloid
Anthracophyllum_lateritium	Cyphelloid	Pileate-sessile	Pileate-sessile	Cyphelloid
Marasmius_tricolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_tricolor_var._graminis_G01	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tetrapyrgos_nigripes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tetrapyrgos_longicystidiata_G1081_DEWVF	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Campanella_junghuhnii	NA	Cyphelloid	Pileate-sessile	Cyphelloid
Campanella_alba_G0851_TENN060782	NA	CYphelloid	Pileate-sessile	Cyphelloid
Brunneocorticium_pyriforme	NA	resupinate	resupinate	Resupinate
Marasmiellus_candidus_G0777_DB4482	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Marasmiellus_rhizomorphigenus_G1377_BRNM	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Campanella_subdendrophora	NA	CYphelloid	Pileate-stipitate	Cyphelloid
